Date Time RTDl RTDr Vsamp
2020-06-23 10:52:19.018313 1090.29933 1090.48565 2.87507712e-06
2020-06-23 10:52:19.089317 1090.30228 1090.48587 2.94574479e-06
2020-06-23 10:52:19.170321 1090.30079 1090.48683 2.9935296e-06
2020-06-23 10:52:19.245326 1090.30004 1090.48874 3.05140979e-06
2020-06-23 10:52:19.317330 1090.30207 1090.48963 3.09381047e-06
2020-06-23 10:52:19.399334 1090.30117 1090.48749 3.01439369e-06
2020-06-23 10:52:19.470338 1090.30169 1090.48742 2.98881894e-06
2020-06-23 10:52:19.540342 1090.30006 1090.48491 2.97535865e-06
2020-06-23 10:52:19.607346 1090.29778 1090.48491 3.01506716e-06
2020-06-23 10:52:19.673350 1090.29763 1090.4855 3.1059256e-06
2020-06-23 10:52:19.743354 1090.29697 1090.48425 3.11332888e-06
2020-06-23 10:52:19.816358 1090.29741 1090.48469 3.14428805e-06
2020-06-23 10:52:19.885362 1090.30161 1090.48403 3.18332353e-06
2020-06-23 10:52:19.968367 1090.30021 1090.48506 3.20418732e-06
2020-06-23 10:52:20.039371 1090.30021 1090.48499 2.92555477e-06
2020-06-23 10:52:20.118376 1090.30014 1090.48528 2.80979438e-06
2020-06-23 10:52:20.189380 1090.30051 1090.48477 2.6597097e-06
2020-06-23 10:52:20.267384 1090.30036 1090.48307 2.69336097e-06
2020-06-23 10:52:20.340388 1090.30169 1090.48477 2.88113508e-06
2020-06-23 10:52:20.417393 1090.30051 1090.48425 2.91815149e-06
2020-06-23 10:52:20.487397 1090.30161 1090.48395 2.74989511e-06
2020-06-23 10:52:20.556401 1090.30404 1090.48646 2.63009658e-06
2020-06-23 10:52:20.630405 1090.30515 1090.48513 2.66172877e-06
2020-06-23 10:52:20.696409 1090.30618 1090.48587 2.92959292e-06
2020-06-23 10:52:20.775413 1090.30544 1090.48705 2.97333958e-06
2020-06-23 10:52:20.854418 1090.30309 1090.48661 3.08640786e-06
2020-06-23 10:52:20.916421 1090.30257 1090.48712 2.97872378e-06
2020-06-23 10:52:20.988425 1090.30397 1090.48477 2.99151126e-06
2020-06-23 10:52:21.057429 1090.30286 1090.4844 2.99420337e-06
2020-06-23 10:52:21.133434 1090.3025 1090.48513 3.037277e-06
2020-06-23 10:52:21.238440 1090.30102 1090.48513 2.96728235e-06
2020-06-23 10:52:21.332445 1090.29992 1090.4872 2.84882986e-06
2020-06-23 10:52:21.411450 1090.30205 1090.48543 2.84209961e-06
2020-06-23 10:52:21.481454 1090.30367 1090.4841 2.7970069e-06
2020-06-23 10:52:21.559458 1090.3045 1090.48292 2.88786534e-06
2020-06-23 10:52:21.632462 1090.30474 1090.4841 3.011029e-06
2020-06-23 10:52:21.708467 1090.30316 1090.48454 2.91882451e-06
2020-06-23 10:52:21.784471 1090.30356 1090.48484 3.04333423e-06
2020-06-23 10:52:21.853475 1090.29951 1090.48565 2.98478101e-06
2020-06-23 10:52:21.941480 1090.29988 1090.48307 3.13688477e-06
2020-06-23 10:52:22.037485 1090.29966 1090.48278 3.20553337e-06
2020-06-23 10:52:22.097489 1090.30172 1090.48419 3.2142827e-06
2020-06-23 10:52:22.178493 1090.30216 1090.48242 2.98881916e-06
2020-06-23 10:52:22.251498 1090.30194 1090.48574 3.05073751e-06
2020-06-23 10:52:22.315501 1090.30231 1090.48604 2.95180276e-06
2020-06-23 10:52:22.395506 1090.30401 1090.487 2.96660932e-06
2020-06-23 10:52:22.467510 1090.30239 1090.48751 3.15101831e-06
2020-06-23 10:52:22.541514 1090.30298 1090.48611 3.04871843e-06
2020-06-23 10:52:22.624519 1090.30172 1090.48272 2.92218964e-06
2020-06-23 10:52:22.709524 1090.30253 1090.48471 2.97535865e-06
2020-06-23 10:52:22.762527 1090.30401 1090.48604 3.03795002e-06
2020-06-23 10:52:22.830531 1090.30224 1090.48722 3.09717627e-06
2020-06-23 10:52:22.894534 1090.30408 1090.48759 3.18399656e-06
2020-06-23 10:52:22.968539 1090.30216 1090.48626 3.17592025e-06
2020-06-23 10:52:23.047543 1090.30091 1090.48611 3.30648719e-06
2020-06-23 10:52:23.114547 1090.30202 1090.48773 3.17928538e-06
2020-06-23 10:52:23.185551 1090.29885 1090.4839 2.91209426e-06
2020-06-23 10:52:23.256555 1090.30143 1090.48434 2.77681613e-06
2020-06-23 10:52:23.340560 1090.30386 1090.48309 2.60519463e-06
2020-06-23 10:52:23.393563 1090.30541 1090.48479 2.64288406e-06
2020-06-23 10:52:23.465567 1090.30629 1090.48678 2.66105575e-06
2020-06-23 10:52:23.563573 1090.30239 1090.48729 2.91815149e-06
2020-06-23 10:52:23.629576 1090.29959 1090.4898 2.82392792e-06
2020-06-23 10:52:23.699580 1090.29892 1090.48994 2.94103435e-06
2020-06-23 10:52:23.783585 1090.30084 1090.49039 2.73979993e-06
2020-06-23 10:52:23.877591 1090.30157 1090.48862 2.8871928e-06
2020-06-23 10:52:23.975596 1090.3019 1090.48729 2.5836585e-06
2020-06-23 10:52:24.047600 1090.30172 1090.48582 2.84546543e-06
2020-06-23 10:52:24.131605 1090.30126 1090.48582 2.82460164e-06
2020-06-23 10:52:24.210610 1090.30155 1090.48611 2.88921209e-06
2020-06-23 10:52:24.275613 1090.30118 1090.48759 2.7734517e-06
2020-06-23 10:52:24.354618 1090.30398 1090.48743 2.92420942e-06
2020-06-23 10:52:24.428622 1090.30435 1090.48846 3.06823689e-06
2020-06-23 10:52:24.483625 1090.30531 1090.48809 3.03122048e-06
2020-06-23 10:52:24.588631 1090.30244 1090.48734 2.83267795e-06
2020-06-23 10:52:24.654635 1090.30251 1090.48683 2.7128794e-06
2020-06-23 10:52:24.760641 1090.30369 1090.48889 2.61730978e-06
2020-06-23 10:52:24.838646 1090.30221 1090.48911 2.61663675e-06
2020-06-23 10:52:24.909650 1090.30163 1090.48985 2.72903202e-06
2020-06-23 10:52:24.973653 1090.30096 1090.48992 2.79162339e-06
2020-06-23 10:52:25.039657 1090.30177 1090.49088 2.94036203e-06
2020-06-23 10:52:25.115661 1090.30583 1090.49044 2.9868008e-06
